canonical_character_id,preferred_label,canonical_definition,first_definition_source,first_occurrence,origin_type,parent_canonical_ids,parent_relationship,source_reference_codes,related_non_equivalent_concepts,confidence,all_occurrence_count,analysis_occurrence_count,analysis_matrix_count,matrices_present,reference_layer_present,earliest_analysis_year,latest_analysis_year,analysis_span_years,review_status,freeze_phase1_status,freeze_phase1_recommended_confidence,freeze_phase1_note,freeze_phase2_status,freeze_phase2_recommended_confidence,freeze_phase2_note,phase2_parent_canonical_id,freeze_phase3_C12_status,freeze_phase3_C12_recommended_confidence,freeze_phase3_C12_note,freeze_phase4_DE12_status,freeze_phase4_DE12_recommended_confidence,freeze_phase4_DE12_note,freeze_phase5_GA11_status,freeze_phase5_GA11_recommended_confidence,freeze_phase5_GA11_note,freeze_phase6_M26_status,freeze_phase6_M26_recommended_confidence,freeze_phase6_M26_note,v1_freeze_status,v1_freeze_confidence,v1_freeze_note
MC0346,POSTSPINAL_LAMINA_THORACIC_VERTEBRAE_NON_BIFID_SPINOUS_PROCESSES,"Postspinal lamina on thoracic vertebrae with non-bifid spinous processes (U149, C27) / absent present",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C130,provisional_distinct,,,U149; C27,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0347,ORIENTATION_TRANSVERSE_PROCESSES_THORACIC_VERTEBRAE,"Orientation of transverse processes on thoracic vertebrae (U138, S35) / lateral_or_slightly_dorsal 'strongly dorsolateral (approximately 45º to horizontal)'",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C131,provisional_distinct,,,U138; S35,,moderate,2,2,2,C12; DE12,no,2012,2012,0,frozen-v1.0,FROZEN,high,Same thoracic diapophysis/transverse-process orientation character; polarity is reversed.,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_REAFFIRMED,high,"Accepted during Phase 1. Residual review status was a metadata carryover, not unresolved biological equivalence. The canonical identity is reaffirmed for v1.0."
MC0348,CAUDAL_MARGINS_PLEUROCOELOUS_FOSSAE_CRANIAL_THORACIC_VERTEBRAE,"Morphology of caudal margins of pleurocoelous fossae on cranial thoracic vertebrae (U127, C29) / rounded acute",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C133,provisional_distinct,,,U127; C29,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0349,VENTRAL_SURFACES_CRANIAL_THORACIC_VERTEBRAL_BODIES,Morphology of ventral surfaces of cranial thoracic vertebral bodies (U126) / ventrally_convex flat 'with sagittal crest (creating two ventrolaterally-facing surfaces)' ventrally_concave_with_sagittal_crest_in_resultant_sulcus,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C134,provisional_distinct,,,U126,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0350,CRANIAL_CORPOROZYGAPOPHYSEAL_LAMINA_CRANIAL_THORACIC_VERTEBRAE,Cranial corporozygapophyseal lamina on cranial thoracic vertebrae (U134) / consists_of_single_lamina 'bifurcate toward upper end (= cranial infrazygapophyseal fossa present)',Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C135,provisional_distinct,,,U134,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0352,DORSOVENTRAL_HEIGHT_VERTEBRAL_ARCH_DORSOVENTRAL_HEIGHT_THORACIC_VERTEBRA,"**Ratio of dorsoventral height of vertebral arch:dorsoventral height of thoracic vertebral body (W93, U132, C20, C24, C28, S9) / '<=1.0' '>1.0 '",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C137,historically_derived_distinct,MC0093,historically_derived_from,W93; U132; C20; C24; C28; S9,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0353,CRANIAL_CORPOROZYGAPOPHYSEAL_LAMINA_MIDDLE_CAUDAL_THORACIC_VERTEBRAL_ARC,Morphology of cranial corporozygapophyseal lamina on middle and caudal thoracic vertebral arches (U135) / single 'bifurcate toward upper end (= cranial infrazygapophyseal fossa present)',Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C138,provisional_distinct,,,U135,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0354,DISTAL_ENDS_TRANSVERSE_PROCESSES_THORACIC_VERTEBRAE,"Morphology of the distal ends of the transverse processes in thoracic vertebrae (U140) / transitions_smoothly_and_uninterrupted_onto_dorsal_surface_of_transverse_process 'possesses distinctive, elevated area with its own dorsally-facing surface that is connected to the dorsal surface of the remaining process only by a sloping region'",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C142,provisional_distinct,,,U140,,moderate,2,2,2,C12; DE12,no,2012,2012,0,frozen-v1.0,FROZEN,moderate,Same distal thoracic transverse-process dorsal-surface morphology; DE12 uses 'flat with lip' while C12 describes an elevated dorsally facing area.,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_REAFFIRMED,high,"Accepted during Phase 1. Residual review status was a metadata carryover, not unresolved biological equivalence. The canonical identity is reaffirmed for v1.0."
MC0355,LAMINATION_CRANIAL_FACE_SPINOUS_PROCESS_MIDDLE_CAUDAL_THORACIC,"Lamination on cranial face of (non-bifid) spinous process of middle and caudal thoracic vertebrae (U148, C26) / none 'prespinal lamina present, cranial spinozygapophyseal laminae absent' 'prespinal lamina absent, cranial spinozygapophyseal laminae present' 'both prespinal and cranial spinozygapophyseal laminae present and connected to each other either directly (merging) or via accessory laminae' both_prespinal_and_cranial_spinozygapophyseal_laminae_present_but_unconnected_to_each_other",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C143,provisional_distinct,,,U148; C26,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0356,CAUDAL_ZYGAPOPHYSES_MIDDLE_CAUDAL_THORACIC_VERTEBRAE_SUPPORTED_DORSALLY,"Caudal zygapophyses of middle and caudal thoracic vertebrae supported dorsally by (W100, W101, U147, U150) / caudal_margin_of_alaminar_spinous_process_only_or_no_dorsal_support separate_spinopostzygapophyseal_laminae_unconnected_to_postspinal_lamina_via_accessory_laminae separate_spinopostzygapophyseal_laminae_connected_to_postspinal_lamina_at_proximal_end_either_directly_or_via_accessory_laminae",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C144,merged_derived,MC0100; MC0101,merged_from,W100; W101; U147; U150,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0357,SUPRANEURAL_PNEUMATIC_CAVITY_WITHIN_SOME_ALL_THORACIC_VERTEBRAL,**Supraneural pneumatic cavity within some or all thoracic vertebral arches (U141) / absent present_but_not_open_externally present_and_open_externally_via_foramen,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C147,provisional_distinct,,,U141,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0358,CROSS_SECTIONAL_CAUDAL_THORACIC_VERTEBRAL_BODIES,Cross-sectional morphology of caudal thoracic vertebral bodies (U131) / subcircular dorsoventrally_compressed,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C151,provisional_distinct,,,U131,,high,3,3,3,C12; M19; M26,no,2012,2026,14,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_WITH_LATER_REDIRECT,high,Both score transverse-versus-dorsoventral proportions of posterior/caudal dorsal centra; M19/M26 express the C12 subcircular-versus-compressed condition as a width:height ratio.,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0359,VENTRAL_END_CAUDAL_CORPORODIAPOPHYSEAL_LAMINA_CAUDAL_THORACIC_VERTEBRAE,Ventral end of caudal corporodiapophyseal lamina of caudal thoracic vertebrae (U142) / unexpanded expands_and_may_bifurcate,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C152,provisional_distinct,,,U142,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0360,POSITION_TRANSVERSE_PROCESS_CAUDAL_THORACIC_VERTEBRAE,Position of transverse process on caudal thoracic vertebrae (U139) / caudal_or_caudodorsal_to_costolateral_eminence dorsal_to_costolateral_eminence,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C153,provisional_distinct,,,U139,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0361,MEDIOLATERAL_WIDTH_ACROSS_SACRAL_VERTEBRAE_RIBS_AVERAGE_LENGTH,Ratio of maximum mediolateral width across sacral vertebrae and ribs:average length of sacral vertebral body (U164) / '<4.0' '>=4.0',Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C158,provisional_distinct,,,U164,,high,3,3,3,C12; M19; M26,no,2012,2026,14,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_WITH_LATER_REDIRECT,high,"Definition is effectively identical: sacral mediolateral width across ribs divided by average sacral centrum length, threshold 4.0.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0362,PLEUROCOELOUS_FOSSAE_FORAMINA_SACRAL_VERTEBRAL_BODIES,Pleurocoelous fossae and/or foramina in sacral vertebral bodies (U165) / absent present,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C159,provisional_distinct,,,U165,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0363,HEIGHT_SPINOUS_PROCESS_DORSOVENTRAL_HEIGHT_CAUDAL_ARTICULAR_FACET,"Ratio of height of spinous process:dorsoventral height of caudal articular facet of vertebral body in caudal thoracic, sacral and proximal caudal vertebrae (U166-167, C33, S19, S36) / '<2.0' '2.0-3.0' '>3.0'",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C164,provisional_distinct,,,U166-167; C33; S19; S36,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0364,SPINOUS_PROCESS_FIRST_CAUDAL_VERTEBRA,"Spinous process of first caudal vertebra (W117) / simple_and_alaminar_or_single_fossa_on_lateral_aspect 'complex system of laminae, resembling spines of thoracics (""dorsalized"")'",Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C167,historically_derived_distinct,MC0117,historically_derived_from,W117,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0365,ARTICULAR_SURFACES_PROXIMAL_CAUDAL_VERTEBRAL_BODIES,Morphology of articular surfaces in proximal caudal vertebral bodies (U172) / subcircular dorsoventrally_compressed mediolaterally_compressed,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C169,provisional_distinct,,,U172,,high,3,3,3,C12; M19; M26,no,2012,2026,14,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_WITH_LATER_REDIRECT,high,Both score mediolateral-versus-dorsoventral proportions of the anterior/proximal caudal articular surface; the later binary ratio collapses C12's three shape states.,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0366,PROXIMODISTAL_LENGTH_DORSOVENTRAL_HEIGHT_PROXIMAL_CAUDAL_VERTEBRAL_BODY,Ratio of proximodistal length:dorsoventral height of proximal caudal vertebral body (U177) / '>=0.6' '<0.6',Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C172,provisional_distinct,,,U177,,moderate,3,3,3,C12; M19; M26,no,2012,2026,14,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,HOLD_SOURCE_REVIEW,moderate,"C12 C172 and M19/M26 MC0474 both quantify proximal/anteriormost caudal centrum elongation, but C12 uses length:dorsoventral height whereas the later character uses average elongation index with a different denominator. The biological variable is closely related, but direct source-level lineage confirmation is needed before merging.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_WITH_LATER_REDIRECT,high,Earlier C12 proximal-caudal elongation concept retained; later M19/M26 average-elongation-index character redirects here.
MC0367,HYPOSPHENAL_RIDGE_PROXIMAL_CAUDAL_VERTEBRAE,Hyposphenal ridge on proximal caudal vertebrae (U187) / absent present,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C178,provisional_distinct,,,U187,,moderate,3,3,3,C12; M19; M26,no,2012,2026,14,frozen-v1.0,FROZEN,high,Same anterior/proximal caudal hyposphenal-ridge presence character; M19/M26 reverse the state polarity relative to C12.,NOT_PHASE2_TARGET,,,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_REAFFIRMED,high,"Accepted during Phase 1. Residual review status was a metadata carryover, not unresolved biological equivalence. The canonical identity is reaffirmed for v1.0."
MC0368,VERTEBRAL_BODY_LENGTH_HEIGHT_MIDDLE_CAUDAL_VERTEBRAE,Ratio of vertebral body length:height in middle caudal vertebrae (U179) / '<2.0' '>=2.0',Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C184,provisional_distinct,,,U179,,moderate,3,3,3,C12; M19; M26,no,2012,2026,14,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,HOLD_SOURCE_REVIEW,moderate,"C12 C184 and M19/M26 MC0476 both quantify middle-caudal centrum elongation and cite the Upchurch lineage, but C12 uses length:height while the later formulation uses average elongation index. Hold until the original source transformation is verified.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_WITH_LATER_REDIRECT,high,Earlier C12 middle-caudal elongation concept retained; later M19/M26 average-elongation-index character redirects here.
MC0369,SHARP_RIDGE_LATERAL_SURFACE_MIDDLE_CAUDAL_VERTEBRAL_BODIES,Sharp ridge on lateral surface of middle caudal vertebral bodies at arch-body junction (U186) / absent present,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C185,provisional_distinct,,,U186,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0370,PROXIMAL_ENDS_CRANIAL_THORACIC_RIBS,Morphology of proximal ends of cranial thoracic ribs (U159) / shallowly_concave_on_both_cranial_and_caudal_faces strongly_convex_cranially_and_deeply_concave_caudally,Carballido et al. (2012) C12 NEXUS CHARSTATELABELS,C12:C198,provisional_distinct,,,U159,,high,1,1,1,C12,no,2012,2012,0,frozen-v1.0,NOT_YET_AUDITED,,,NOT_PHASE2_TARGET,,,,FROZEN_CURRENT_ID,high,"The C12 source defines a distinct anatomical proposition, and comparison with the consolidated historical inventory did not identify a sufficiently supported equivalent. Retain the C12 canonical ID and preserve its source-reference codes.",NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,high,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
