occurrence_id,matrix_id,dataset_name,dataset_role,year,source_character_no,canonical_character_id,original_canonical_character_id,source_label,source_definition,source_states,ordering,source_block,relationship_to_canonical,parent_occurrence,parent_canonical_ids,definition_source,source_attribution,source_reference_codes,related_non_equivalent_concepts,mapping_confidence,top_candidates,notes
WU09:C21,WU09,Wilson & Upchurch 2009,analysis,2009,21,MC0021,MC0021,PARIETAL_OCC_PR_DEEP,"Parietal occipital process, dorsoventral height: short, less than the diameter of the foramen magnum (0); deep, nearly twice the diameter of the foramen magnum (1).",,,,inherited_unchanged,WIL02_REF:C21,MC0021,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C22,WU09,Wilson & Upchurch 2009,analysis,2009,22,MC0022,MC0022,PA_EXCL_FROM_POSTT_FEN,"Parietal, contribution to post-temporal fenestra: present (0); absent (1).",,,,inherited_unchanged,WIL02_REF:C22,MC0022,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C23,WU09,Wilson & Upchurch 2009,analysis,2009,23,MC0023,MC0023,POSTPARIETAL_F.,Postparietal foramen: absent (0); present (1).,,,,inherited_unchanged,WIL02_REF:C23,MC0023,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C24,WU09,Wilson & Upchurch 2009,analysis,2009,24,MC0024,MC0024,P_SEPARATION,"Parietal, distance separating supratemporal fenestrae: less than (0) or twice (1) the long axis of supratemporal fenestra.",,,,inherited_unchanged,WIL02_REF:C24,MC0024,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C25,WU09,Wilson & Upchurch 2009,analysis,2009,25,MC0025,MC0025,STF_ABSENT,Supratemporal fenestra: present (0); absent (1). 260,,,,inherited_unchanged,WIL02_REF:C25,MC0025,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C26,WU09,Wilson & Upchurch 2009,analysis,2009,26,MC0026,MC0026,STF_LONG_AXIS_TRANSVERSE,"Supratemporal fenestra, long axis orientation: anteroposterior (0); transverse (1).",,,,inherited_unchanged,WIL02_REF:C26,MC0026,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C27,WU09,Wilson & Upchurch 2009,analysis,2009,27,MC0027,MC0027,STF< FMAGNUM,"Supratemporal fenestra, maximum diameter: much longer than (0) or subequal to (1) that of foramen magnum.",,,,inherited_unchanged,WIL02_REF:C27,MC0027,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C28,WU09,Wilson & Upchurch 2009,analysis,2009,28,MC0028,MC0028,SUPRATEMPORAL_REGION_SHORTENED,"Supratemporal region, anteroposterior length: temporal bar longer (0) or shorter (1) anteropos- teriorly than transversely.",,,,inherited_unchanged,WIL02_REF:C28,MC0028,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C29,WU09,Wilson & Upchurch 2009,analysis,2009,29,MC0029,MC0029,SUPTRATEMPORAL_FOSSA_EXP_LAT,"Supratemporal fossa, lateral exposure: not visible laterally, obscured by temporal bar (0); visible laterally, temporal bar shifted ventrally (1).",,,,inherited_unchanged,WIL02_REF:C29,MC0029,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C30,WU09,Wilson & Upchurch 2009,analysis,2009,30,MC0030,MC0030,LTF_EXTENDS_BELOW_ORBIT,"Laterotemporal fenestra, anterior extension: posterior to orbit (0); ventral to orbit (1).",,,,inherited_unchanged,WIL02_REF:C30,MC0030,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C31,WU09,Wilson & Upchurch 2009,analysis,2009,31,MC0031,MC0031,SQ-QJ CONTACT ABSENT,Squamosal-quadratojugal contact: present (0); absent (1).,,,,inherited_unchanged,WIL02_REF:C31,MC0031,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C32,WU09,Wilson & Upchurch 2009,analysis,2009,32,MC0032,MC0032,QJ_ANT_RAMUS_ELONGATE,"Quadratojugal, anterior process length: short, anterior process shorter than dorsal process (0); long, anterior process more than twice as long as dorsal process (1).",,,,inherited_unchanged,WIL02_REF:C32,MC0032,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C33,WU09,Wilson & Upchurch 2009,analysis,2009,33,MC0033,MC0033,QUADRATE_FOSS,Quadrate fossa: absent (0); present (1).,,,,inherited_unchanged,WIL02_REF:C33,MC0033,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C34,WU09,Wilson & Upchurch 2009,analysis,2009,34,MC0034,MC0034,Q_FOSSA_DEEP,"Quadrate fossa, depth: shallow (0); deeply invag- inated (1).",,,,inherited_unchanged,WIL02_REF:C34,MC0034,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C35,WU09,Wilson & Upchurch 2009,analysis,2009,35,MC0035,MC0035,Q FOSSA ORIENTED POST-LAT,"Quadrate fossa, orientation: posterior (0); poste- rolateral (1).",,,,inherited_unchanged,WIL02_REF:C35,MC0035,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C36,WU09,Wilson & Upchurch 2009,analysis,2009,36,MC0036,MC0036,PT-BPT CONTACT (HOOK/ROCKER),"Palatobasal contact, shape: pterygoid with small facet (0), dorsomedially orientated hook (1), or rocker-like surface (2) for basipterygoid articulation.",,,,inherited_unchanged,WIL02_REF:C36,MC0036,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C37,WU09,Wilson & Upchurch 2009,analysis,2009,37,MC0037,MC0037,PT_HOOK_POSITION,"Pterygoid, transverse flange (i.e. ectopterygoid process) position: posterior of orbit (0); between orbit and antorbital fenestra (1); anterior to antorbital fenestra (2).",,,,inherited_unchanged,WIL02_REF:C37,MC0037,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C38,WU09,Wilson & Upchurch 2009,analysis,2009,38,MC0038,MC0038,"PT, Q FLANGE REDUCED","Pterygoid, quadrate flange size: large, palato- basal and quadrate articulations well separated (0); small, palatobasal and quadrate articula- tions approach (1).",,,,inherited_unchanged,WIL02_REF:C38,MC0038,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C39,WU09,Wilson & Upchurch 2009,analysis,2009,39,MC0039,MC0039,PT_PAL_RAMUS_SHAPE,"Pterygoid, palatine ramus shape: straight, at level of dorsal margin of quadrate ramus (0); stepped, raised above level of quadrate ramus (1).",,,,inherited_unchanged,WIL02_REF:C39,MC0039,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C40,WU09,Wilson & Upchurch 2009,analysis,2009,40,MC0040,MC0040,PAL_LATERAL_RAMUS_NARROW,"Palatine, lateral ramus shape: plate-shaped (long maxillary contact) (0); rod-shaped (narrow max- illary contact) (1).",,,,inherited_unchanged,WIL02_REF:C40,MC0040,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C41,WU09,Wilson & Upchurch 2009,analysis,2009,41,MC0041,MC0041,EPIPTERYGOID,Epipterygoid: present (0); absent (1).,,,,inherited_unchanged,WIL02_REF:C41,MC0041,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C42,WU09,Wilson & Upchurch 2009,analysis,2009,42,MC0042,MC0042,VOMER_ARTICULATION,"Vomer, anterior articulation: maxilla (0); premaxilla (1).",,,,inherited_unchanged,WIL02_REF:C42,MC0042,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C43,WU09,Wilson & Upchurch 2009,analysis,2009,43,MC0043,MC0043,SO < F.MAGNUM HEIGHT,"Supraoccipital, height: twice (0) subequal to or less than (1) height of foramen magnum.",,,,inherited_unchanged,WIL02_REF:C43,MC0043,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C44,WU09,Wilson & Upchurch 2009,analysis,2009,44,MC0044,MC0044,POP W/NONARTICULAR VENT PR,"Paroccipital process, ventral nonarticular pro- cess: absent (0); present (1).",,,,inherited_unchanged,WIL02_REF:C44,MC0044,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C45,WU09,Wilson & Upchurch 2009,analysis,2009,45,MC0045,MC0045,DORSOLATERAL_PROCESS_OF_PRO,"Crista prootica, size: rudimentary (0); expanded laterally into ‘dorsolateral process’ (1).",,,,inherited_unchanged,WIL02_REF:C45,MC0045,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C46,WU09,Wilson & Upchurch 2009,analysis,2009,46,MC0046,MC0046,BPT_LENGTH,"Basipterygoid processes, length: short, approxi- mately twice (0) or elongate, at least four times (1) basal diameter.",,,,inherited_unchanged,WIL02_REF:C46,MC0046,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C47,WU09,Wilson & Upchurch 2009,analysis,2009,47,MC0047,MC0047,BPT_SPREAD,"Basipterygoid processes, angle of divergence: approximately 45° (0); less than 30° (1).",,,,inherited_unchanged,WIL02_REF:C47,MC0047,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C48,WU09,Wilson & Upchurch 2009,analysis,2009,48,MC0048,MC0048,BASAL TUBERA-SHEETINLIKE,"Basal tubera, anteroposterior depth: approxi- mately half dorsoventral height (0); sheet-like, 20% dorsoventral height (1).",,,,inherited_unchanged,WIL02_REF:C48,MC0048,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C49,WU09,Wilson & Upchurch 2009,analysis,2009,49,MC0049,MC0049,BT_NARROW,"Basal tubera, breadth: much broader than (0) or narrower than occipital condyle (1).",,,,inherited_unchanged,WIL02_REF:C49,MC0049,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C50,WU09,Wilson & Upchurch 2009,analysis,2009,50,MC0050,MC0050,BS_DEPRESSION,Basioccipital depression between foramen mag- num and basal tubera: absent (0); present (1).,,,,inherited_unchanged,WIL02_REF:C50,MC0050,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C51,WU09,Wilson & Upchurch 2009,analysis,2009,51,MC0051,MC0051,BS/BPT RECESS,Basisphenoid/basipterygoid recess: present (0); absent (1).,,,,inherited_unchanged,WIL02_REF:C51,MC0051,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C52,WU09,Wilson & Upchurch 2009,analysis,2009,52,MC0052,MC0052,BS-Q CONTACT,Basisphenoid-quadrate contact: absent (0); present (1).,,,,inherited_unchanged,WIL02_REF:C52,MC0052,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C53,WU09,Wilson & Upchurch 2009,analysis,2009,53,MC0053,MC0053,BPT_ORIENTATION,"Basipterygoid processes, orientation: perpendic- ular to (0) or angled approximately 45° to (1) skull roof.",,,,inherited_unchanged,WIL02_REF:C53,MC0053,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C54,WU09,Wilson & Upchurch 2009,analysis,2009,54,MC0054,MC0054,OCCIPUT_FLAT,"Occipital region of skull, shape: anteroposteri- orly deep, paroccipital processes oriented posterolaterally (0); flat, paroccipital processes oriented transversely (1).",,,,inherited_unchanged,WIL02_REF:C54,MC0054,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C55,WU09,Wilson & Upchurch 2009,analysis,2009,55,MC0055,MC0055,D_DEEPENS_ANTERIORLY,"Dentary, depth of anterior end of ramus: slightly less than that of dentary at midlength (0); 150% minimum depth (1).",,,,inherited_unchanged,WIL02_REF:C55,MC0055,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
WU09:C56,WU09,Wilson & Upchurch 2009,analysis,2009,56,MC0056,MC0056,D_WITH_CHIN,"Dentary, anteroventral margin shape: gently rounded (0); sharply projecting triangular pro- cess or ‘chin’ (1).",,,,inherited_unchanged,WIL02_REF:C56,MC0056,Wilson (2002) definition; WU09 matrix/scoring source,,,,high,,Definition and numbering inherited 1:1 from Wilson (2002); matrix-specific taxon scoring revisions are tracked separately from character-concept provenance.
